rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,-0.165781897785757,0.158357745587361,0,0.165162038829564,0.338296388808758
2,1,0,-0.16746024861289,0.0823116232346948,0,0.157677758160852,0.286059710886243
1,2,0,0.474126622177871,0.0713493056547296,0,0.0814699593541977,-0.0083190763413753
2,2,0,0.469764625038939,-0.567679657077083,0,0.0881154005251177,-0.113329505932594
1,3,0,0.311223892988481,-0.275901394929601,0,0.143489569671154,-0.621977121687052
2,3,0,0.31158346638081,-0.195909584983042,0,0.146868949793432,-0.644473913216422
1,4,0,0.463458604269647,-0.247606996003949,0,0.0381905293836862,-0.064052972036031
2,4,0,0.466755367468533,0.180022669753857,0,0.0345217596023932,0.047033398360026
1,5,0,-0.519257626141755,-0.116139740694566,0,0.0282267808243331,0.265905478633238
2,5,0,-0.51873229650765,-0.298649240047483,0,0.0228547488643407,0.179969134840288
1,6,0,0.165333943485509,-0.14864521265228,0,0.165286430097894,-0.224553293443777
2,6,0,0.168823865969573,-0.0612323338037175,0,0.154494351145642,-0.219896611273059
1,7,0,0.0135775940025057,-0.345369268242523,0,-0.109731806254265,0.571815389652907
2,7,0,0.013309954808858,-0.353345420410083,0,-0.121556480360694,0.593760818356491
1,8,0,-0.0295687918272434,0.0503711120585013,0,-0.352355996989993,-0.38538770576154
2,8,0,-0.0295573439924278,0.144741064525615,0,-0.365017502857382,-0.330043108391165
1,9,0,0.101394490090297,0.13940534291352,0,0.037408680560697,0.22740124335941
2,9,0,0.100887673657489,0.108790685216992,0,0.0475797474318616,0.195743470606168
1,10,0,-0.615096746382252,0.0668304099184773,0,0.149455355368475,0.327640237993831
2,10,0,-0.608648809235685,-0.0189778884110545,0,0.143197295384553,0.277713416144431
1,11,0,-0.0369306533329939,0.309867981057097,0,0.0951313932022457,-0.260081841089375
2,11,0,-0.0369425260771481,0.418634672053281,0,0.0869168392499675,-0.201922837948324
1,12,0,0.0412778655690603,-0.0383205076696402,0,-0.262244454476174,0.115125735339533
2,12,0,0.0413078382931376,-0.0814591864717311,0,-0.259906143387193,0.0833402605725191
1,13,0,0.0816037182971079,-0.0533804820670785,0,-0.25475841636987,0.0469408671188727
2,13,0,0.0811184565817663,-0.319789756620681,0,-0.261246610182705,-0.0338036520850086
1,14,0,-0.616142499073353,-0.0899066307543031,0,-0.00174010827152982,0.0508289303785248
2,14,0,-0.616225286187427,-0.0116558770836956,0,-0.00742745994353289,0.060809054813447
1,15,0,-0.124289077787502,0.0288436107779546,0,-0.149183143800773,0.354587234425716
2,15,0,-0.124108113852034,0.0222053971136411,0,-0.155388224169065,0.355015796011598
1,16,0,-1.12704671039365,-1.43898663748395,0,2.39598612556923,-1.24059238456221
2,16,0,-1.12148406213569,0.0593505723974861,0,0.03996029039394,0.323822884497102
1,17,0,0.365858731944349,0.0635468790936127,0,-0.043391903141734,-0.0881226553085148
2,17,0,0.365321579966409,0.18210962648322,0,-0.0477078428781335,-0.0296150556489342
1,18,0,-0.366217453930014,0.0257866948405141,0,-0.00536221363629896,0.380176328642835
2,18,0,-0.364911046605195,0.259005639908887,0,0.00784469438776214,0.471591791151161
1,19,0,-0.120230554791996,0.183814321484917,0,-0.231718445549331,0.0506290397532851
2,19,0,-0.12057915677805,0.113062159238851,0,-0.222131404765682,0.0190549558610247
1,20,0,0.0513132880199717,0.219175541278899,0,-0.172891346089775,0.379086858144364
2,20,0,0.0540207890497498,0.141864132007555,0,-0.15700696557916,0.292961969485519
1,21,0,0.30883718640656,0.0936598298543352,0,0.0343824154315597,-0.255579587165698
2,21,0,0.310115099113388,0.201292503425812,0,0.0351573064776052,-0.214931815441966
1,22,0,0.123578825522737,0.00797493416108885,0,-0.168047271189526,0.371778767247915
2,22,0,0.125734054652874,-0.139721600766013,0,-0.171158696691918,0.301776360983934
1,23,0,-0.589941101454217,-0.0448656667852507,0,-0.00214998444794912,0.198761374562977
2,23,0,-0.589034676954493,0.0145256742134254,0,0.00178479809130727,0.245148461553805
1,24,0,-0.0557068190848427,0.364149277613246,0,-0.202163033126573,-0.514850385826629
2,24,0,-0.0570000342803065,0.221617977972759,0,-0.207573735897028,-0.548066371384189
1,25,0,0.446230095297051,0.0932374262088125,0,-0.001689273662004,0.146718369823673
2,25,0,0.448000723738045,0.162780319541611,0,0.0167344851463398,0.0991286241188767
1,26,0,1.04233576506229,0.186935229756566,0,-0.067702543934181,0.0197751229389944
2,26,0,1.04440778203007,-0.147714915035804,0,-0.0813791411215596,-0.043752001676149
1,27,0,0.0237124520179601,0.328061826843534,0,-0.18459020735109,-0.0818368315628304
2,27,0,0.0222064769319827,0.342625412161661,0,-0.190394292911317,-0.0526844991935351
1,28,0,-0.133770858427272,-0.26644501747589,0,-0.149860899381694,0.206887191145956
2,28,0,-0.131419046815811,-0.0127442224648711,0,-0.149648343492079,0.297320396589629
1,29,0,0.489429947483952,-0.00376661236458808,0,0.18303296243264,-0.398437572405964
2,29,0,0.486376108350802,0.151774061889666,0,0.175074221535044,-0.384889637327717
1,30,0,-0.0200874219858262,0.192327101389647,0,0.0405915112130169,-0.428070298640739
2,30,0,-0.0185615287177052,-0.140768751739412,0,0.0446654532913175,-0.48330106211824
