parameter,value
V_pop,3.99243435235091
Cl_pop,1.68119168057516
Emax_pop,422522.282475373
H_pop,0.975739010314808
kdeg_pop,0.17756503113997
K_pop,2.89250702726836
omega_Cl,0.336913927736477
omega_Emax,0.522001009710324
omega_kdeg,0.123156722701561
omega_K,0.283027683619838
b1,0.175987620301921
b2,0.242909837735576
