rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,-1.01788803528343,-0.156457316949988,0,-0.131784440411899,-0.215362907971192
2,1,0,-1.01851055030529,0.0404244656812889,0,-0.146161793087958,-0.140499392153732
1,2,0,0.531336544588567,0.188177904645114,0,0.00874241167864698,0.192345428980156
2,2,0,0.534134951819343,0.0285614015448896,0,-0.00858303622761647,0.173184988561474
1,3,0,0.134868843727542,0.0524007982018642,0,0.0826138354305284,-0.384943589698634
2,3,0,0.132564098997538,0.386270374426722,0,0.0868749196062404,-0.326922765880204
1,4,0,0.0819953864482083,-0.142319967562582,0,-0.0994208781378445,0.674804375808589
2,4,0,0.0781790244783692,-0.586445572146252,0,-0.0969208960430141,0.349743590459154
1,5,0,0.0498624745819727,-0.166213478366309,0,-0.0359802208214575,-0.278026707145658
2,5,0,0.0519150197663875,-0.0489107633007393,0,-0.043801827333968,-0.252265822798854
1,6,0,-0.315055476813465,0.134490627733651,0,0.152045654211707,0.196711215162909
2,6,0,-0.316478302514166,0.0239456049589126,0,0.142591759540786,0.196004520352076
1,7,0,0.0145245682474314,-0.0241049030682348,0,0.160232821002735,-0.330618112474707
2,7,0,0.0105145724732955,-0.0542397770781573,0,0.144298209731982,-0.299235596992635
1,8,0,0.462020288494242,-0.086077861200474,0,-0.178649697652782,0.119927222053532
2,8,0,0.46175326359505,-0.0974978160244291,0,-0.183722610920873,0.162916251729861
1,9,0,0.34657342505228,-0.963850229695161,0,0.0656118415582614,0.167159492010541
2,9,0,0.335224347961075,-2.05046864105784,0,0.13421201285472,-0.152568885809934
1,10,0,-0.557447145013152,0.412143809102473,0,0.000681288984814454,-0.202566317674701
2,10,0,-0.556262316267535,0.275202809994406,0,-0.000702493179520536,-0.255483773828519
1,11,0,0.160019580465346,0.0339320309896056,0,0.124451618174146,-0.1597902177803
2,11,0,0.16042193255901,0.177795739597686,0,0.111770276897272,-0.128274431951965
1,12,0,0.14903375458189,0.0273610821735755,0,-0.021433705511918,0.0597847489971655
2,12,0,0.151850913194752,-0.20898806531622,0,-0.0337563499646119,-0.0138813888139001
1,13,0,0.524997177713403,0.202095053456492,0,0.085745111423368,0.126863507711705
2,13,0,0.523128765324691,0.11957252990055,0,0.0935325252823531,0.0973808958261155
1,14,0,-0.536634289520606,0.263522336737084,0,0.0932070006203405,-0.369145885379128
2,14,0,-0.534374331014607,0.370312930349566,0,0.0967547382752227,-0.389167924116825
1,15,0,0.169857776367648,-0.648145576011393,0,0.061126063766505,0.570135573295991
2,15,0,0.168665348715068,-0.628585903790103,0,0.0682208095561614,0.53960417091239
1,16,0,0.0372701822856543,0.332853858920839,0,0.0902304135200733,-0.0693857885875001
2,16,0,0.0365331637984931,0.152582106520402,0,0.0897751113577441,-0.115323510858051
1,17,0,0.527917925064281,-0.0217535362800874,0,-0.141665417998119,-0.0698757069718448
2,17,0,0.526293698748409,0.297434922577986,0,-0.139556713365738,0.057369596774911
1,18,0,0.213522331596592,-0.294369090291678,0,0.0464080624239243,0.253276780807615
2,18,0,0.214418615295177,0.0199771294291473,0,0.0285864280601646,0.534091490005808
1,19,0,0.319727657077101,0.0722237826683223,0,-0.0207511458483001,0.125213217169177
2,19,0,0.317619792219271,0.109392207008728,0,-0.0149879946782157,0.126780153546388
1,20,0,1.28018639655957,0.63894903839404,0,0.117463930069645,-0.242856566567218
2,20,0,1.28459510421472,1.04135647389827,0,0.13366719083501,-0.213163545698246
1,21,0,-0.869547322407348,-0.174568695592551,0,-0.141372945486446,-0.0425783926944807
2,21,0,-0.864942912401201,0.0550517036641267,0,-0.130498500188845,0.0510263193395288
1,22,0,-0.289905848210827,-0.19776898787158,0,0.289189670617222,-0.326303064523402
2,22,0,-0.282619652295212,0.117176815705246,0,0.309805272919727,-0.338080842287248
1,23,0,-0.0823988191230624,0.0571000799714252,0,-0.23580005461161,0.765666521085782
2,23,0,-0.082853257790189,0.0339259698136818,0,-0.233939671089003,0.798324315840727
1,24,0,-0.850395871544269,0.389665838965231,0,-0.0179486440136554,-0.508798642305017
2,24,0,-0.852355436660128,0.26424210321475,0,-0.0447764226936262,-0.487804392172565
1,25,0,-0.0371879342651315,-0.319034424508711,0,-0.276644074848987,0.0993674245175356
2,25,0,-0.0389018745794165,-0.00495359505186244,0,-0.270382022736295,0.13660874865936
1,26,0,-0.227955117309851,0.225273863842386,0,0.0752501991052683,0.301717666831778
2,26,0,-0.227038364937831,-0.119217381418522,0,0.0640221568799246,0.241396257276857
1,27,0,-0.233357260410993,-0.0244985540094671,0,-0.158747052152345,-0.261291716349282
2,27,0,-0.231658551195839,0.312451617254508,0,-0.161903401098401,-0.175112830339068
1,28,0,0.0474134828811797,0.126805269686955,0,-0.0729889471198064,-0.00961439231955841
2,28,0,0.0475891103565995,0.206054888927236,0,-0.0760485167664715,0.0602871168838721
1,29,0,-0.109538329003723,-0.0800815639154298,0,-0.100013844604843,0.0717597355285169
2,29,0,-0.108587678031205,-0.0855385841984049,0,-0.107472942248112,0.0254583436878284
1,30,0,0.0748795826792141,0.0199907681784772,0,0.138361902682164,-0.115056569472006
2,30,0,0.0747678263871496,0.381472553265146,0,0.144172789881085,0.021133893166924
