rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,0.104619563544122,-0.151531838914043,0,0.0973100406300518,-0.247797734578838
2,1,0,0.107238736561751,-0.0713892980377988,0,0.0975131980244548,-0.221303609193947
1,2,0,-0.426615596273437,-0.128704585654756,0,0.117848241953428,0.437987859433419
2,2,0,-0.415063304025128,-0.0633709258218822,0,0.0757407292582903,0.623207220587639
1,3,0,0.254146651433221,-0.188551476272901,0,0.0797406568217831,-0.169854759778396
2,3,0,0.255162847433657,0.152790075061729,0,0.080017747487046,-0.0979247705223389
1,4,0,-0.694847838173427,0.184516851988253,0,-0.0461428402846804,-0.213410373118939
2,4,0,-0.700529327557045,0.106442599849714,0,-0.0447477727356316,-0.213856639673235
1,5,0,0.533944956755338,0.0682581956428141,0,-0.151725862325421,-0.0654924309696414
2,5,0,0.539879434320683,-0.0503856819562021,0,-0.166021802036628,-0.0898801836087529
1,6,0,0.054317975602572,0.386609874681321,0,0.0827926896419546,-0.623779324942883
2,6,0,0.057513574686426,0.205550411879944,0,0.0819913167378497,-0.667142809984425
1,7,0,0.0890828723270848,-0.205459071626544,0,0.109442838222513,0.0861986455413457
2,7,0,0.0929550674090268,0.26891851399184,0,0.11548943510363,0.259003828592196
1,8,0,0.195535702753903,0.0410508130664802,0,-0.106125005381716,0.593393599220083
2,8,0,0.195957590422431,0.1048313044528,0,-0.109248447809422,0.664824656177509
1,9,0,0.277068274321382,-0.152789487503501,0,0.0560704832822239,0.202527979424161
2,9,0,0.275474775596608,-0.667581207493846,0,0.0625549103303524,-0.047467267596802
1,10,0,0.16723742189621,-0.165472473217436,0,-0.0620637291959745,-0.0986328538376996
2,10,0,0.167535833298898,-0.0757737500876576,0,-0.0637084746637344,-0.0878693267908395
1,11,0,-0.65019015126706,-0.179660704050219,0,0.151547548925751,0.097311352194889
2,11,0,-0.648976037196418,-0.0544022549025112,0,0.155683655202679,0.153452603799334
1,12,0,0.457787445567472,0.0341647942141723,0,-0.206717209982083,0.468448711682588
2,12,0,0.46235600170081,-0.00389273065217566,0,-0.206121988851226,0.411990252583558
1,13,0,-0.159563647064605,0.0377463713855164,0,-0.1175256215089,0.406224086333952
2,13,0,-0.160773311516875,0.0482866240254065,0,-0.128331328948522,0.413174969361968
1,14,0,-0.00523145069488606,-0.243660882754172,0,-0.102352553889897,0.29897395970922
2,14,0,-0.00420337426780987,-0.225208203916633,0,-0.0945026798375905,0.324985232645022
1,15,0,0.328253976555299,-0.243406914067805,0,-0.0936639777669559,0.00702430738518545
2,15,0,0.329113079770194,-0.16949111900116,0,-0.0893765483797968,0.0317862628656465
1,16,0,0.252478133729995,-0.055444104771107,0,0.149817473917155,-0.26355376698662
2,16,0,0.251066345965538,-0.0204460818570578,0,0.154335803682436,-0.238635916442026
1,17,0,-0.320266121843662,0.0673372249382744,0,-0.139216219380746,0.231540302512797
2,17,0,-0.32510603684315,0.141946015494169,0,-0.134278854956037,0.30263208479048
1,18,0,0.027351438477621,0.20181501460994,0,-0.00795999839474004,0.239526078961277
2,18,0,0.0270221829109191,0.300765543204255,0,-0.00829416484334433,0.294860903248211
1,19,0,0.127848487059945,0.388789845836682,0,0.110647920147288,-0.320563591573437
2,19,0,0.128714612898652,0.670139267487901,0,0.119250379156687,-0.291145335614139
1,20,0,-0.198244200684555,0.116597004863079,0,0.0497233626089142,0.0307723143278755
2,20,0,-0.19504599521504,0.147071718894717,0,0.0657394856271343,-0.0257918974451739
1,21,0,-0.554523783486201,-0.0969192451842193,0,0.0187281133875055,0.429111055433338
2,21,0,-0.555070288894289,-0.0807716647030947,0,0.0288585680435105,0.469937584306141
1,22,0,-0.0278901664203184,-0.0872955296275322,0,0.0800427814573628,-0.775161541946033
2,22,0,-0.0350834897052555,-0.0601306173806382,0,0.0463722858664688,-0.733060936137135
1,23,0,0.0632597161632165,-0.125244741250572,0,0.060456887209585,-0.177950988485008
2,23,0,0.0632197075373381,-0.0504526410873236,0,0.0463506754002196,-0.0988514518407319
1,24,0,-0.0355218093347665,0.484778725572282,0,-0.103271916854906,-0.731555079860189
2,24,0,-0.0460761255450822,0.298827034567172,0,-0.110615130222226,-0.713700062178123
1,25,0,0.48286000199028,-0.259778052011217,0,0.0334182308473272,0.169808503291095
2,25,0,0.482830519328151,-0.136170800902317,0,0.0359286286067158,0.188393185138415
1,26,0,-0.232190630293551,0.0870229020718245,0,0.103979737519249,-0.0900283729235514
2,26,0,-0.23341180430533,0.00517424376899989,0,0.105431263355536,-0.146534982859568
1,27,0,0.533395020574456,-0.0174271133057449,0,0.0069506279579139,-0.282496332347311
2,27,0,0.534163442559794,0.129600580143276,0,0.00727261571366555,-0.254020195295279
1,28,0,0.182785024485988,0.0229867705342617,0,0.0269175131463999,-0.276934413103802
2,28,0,0.185145661504203,0.0480154539959994,0,0.0317692871418562,-0.251784555478778
1,29,0,-0.0688824149960809,-0.359756914350687,0,-0.148230240959299,-0.0872730549518163
2,29,0,-0.0691123831983715,-0.360140257165895,0,-0.147196079389688,-0.113109414298657
1,30,0,-0.76887962684507,0.107348130929637,0,-0.0072586246354116,0.539263224798213
2,30,0,-0.768819500698043,0.1552036169769,0,0.00487215308241651,0.569270328489893
