rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,0.206413083546604,0.350499718812843,0,0.0477609459364872,-0.299313773405764
2,1,0,0.204958328053069,0.43996393620556,0,0.0466382831892129,-0.275933874913372
1,2,0,-0.690658766617997,0.17039702312398,0,0.167126768141618,-0.414546344875947
2,2,0,-0.694068894691932,0.0478195806576061,0,0.171721442865001,-0.459745508916155
1,3,0,-0.228667324167675,-0.00991051492271744,0,0.131487517535833,-0.108219921468671
2,3,0,-0.227649836887304,0.138065403464093,0,0.13494282153907,-0.0838020968113571
1,4,0,-0.0785721444803479,0.192333998179873,0,0.116086315305497,0.123803033251163
2,4,0,-0.0799075601191472,-0.0168640564134925,0,0.119621391213664,0.0573909013908303
1,5,0,0.656353594790286,-0.0339250837581453,0,-0.0444464631930732,-0.0586287612483638
2,5,0,0.655865198745019,-0.0600617187860859,0,-0.0472494730187154,-0.0642837012874105
1,6,0,-0.166632013552475,0.18768823745576,0,-0.00283699836052831,0.0626257480050059
2,6,0,-0.166890146904776,0.0314931511160346,0,-0.0196392089310409,0.0404076146859254
1,7,0,0.712708331901608,-0.143062564566698,0,-0.0533427476823676,0.194362690117202
2,7,0,0.71015789180188,-0.0696226547898551,0,-0.0649498081775881,0.208257522202029
1,8,0,0.0422780767194615,0.149431022662116,0,0.201832103378152,0.487302473312486
2,8,0,0.0360646699042723,-2.31524382600385,0,0.24423945692627,-0.446927444466808
1,9,0,-0.0363923859103264,0.225318760133074,0,-0.103279090205769,0.327462188179927
2,9,0,-0.0340939133245417,0.189823237663839,0,-0.107778402046479,0.319904096085915
1,10,0,0.0240560112892915,-0.212883184622321,0,0.0634597146758615,0.0863820897061898
2,10,0,0.0242146596156144,-0.0274568407141906,0,0.0604259757063812,0.156946514915662
1,11,0,-0.056553389324092,0.152009263363471,0,-0.0153887457265471,-0.200715706444834
2,11,0,-0.0549951771913644,-0.0841580121615273,0,-0.0290957333675044,-0.22274944763725
1,12,0,-0.0404883663585325,0.0402923861033813,0,0.0804940623211448,0.193955508469272
2,12,0,-0.0397562885175091,-0.0419385505218415,0,0.0917118579833487,0.0958114969005515
1,13,0,-0.167363631635929,0.239103316107274,0,-0.0655421713170854,0.0584185366776813
2,13,0,-0.168468228931394,0.140294490134988,0,-0.0852926574570283,0.0543114187197014
1,14,0,0.0603681273811356,0.305986859938608,0,0.168750713481418,-0.151940561395403
2,14,0,0.0582298094281732,-0.193345589505658,0,0.163978340825279,-0.26285376730568
1,15,0,0.254079794856676,-1.54090602378719,0,0.0552048466035009,-0.226804461505951
2,15,0,0.257122295369013,0.111483626873495,0,0.0464651565483818,0.338517601334505
1,16,0,-0.0186501025165413,0.413756206027427,0,-0.171609390753209,-0.182443491033031
2,16,0,-0.0198803235619492,0.241901098991535,0,-0.172583008170675,-0.254335431456472
1,17,0,0.208125170539718,0.172183099541874,0,0.0620940663459428,0.103739771960055
2,17,0,0.208943893708146,0.313643122604756,0,0.0668245010366817,0.181367874624428
1,18,0,0.567188345311227,-0.167281734537518,0,-0.181849706618785,0.409385383026788
2,18,0,0.567678351235641,-0.097203110698393,0,-0.176390747032428,0.477404243311891
1,19,0,-0.285989827910803,0.0565556243393086,0,0.168855979395152,-0.189293547898306
2,19,0,-0.286923997852483,-0.209871930436753,0,0.175957527816709,-0.290733043906715
1,20,0,-0.492531872245055,0.212900620200854,0,0.075390483424514,0.1787633761819
2,20,0,-0.487659652853041,0.244984914788803,0,0.0940715100133014,0.0712997095203911
1,21,0,-0.667700983542443,-0.0365320883529741,0,-0.304357794739819,0.107349233572214
2,21,0,-0.66801735359407,0.0890785324958916,0,-0.280980991436911,0.162622220265481
1,22,0,0.118115183782469,0.0788184541797232,0,-0.201360361042499,-0.0814992102513306
2,22,0,0.117483037983452,-0.309338184464185,0,-0.190923907390938,-0.231890716818578
1,23,0,-0.281451631152696,0.144600187531926,0,0.0338645323313673,0.511298132452858
2,23,0,-0.281697041022417,0.0886053236009552,0,0.0363454820865337,0.57215687073726
1,24,0,0.0441371080878165,-0.0914201829639172,0,0.0630364673813422,-0.241148140546889
2,24,0,0.0414702460725804,-0.0544836187789741,0,0.0741017467591605,-0.282242982361239
1,25,0,0.130191511382929,0.299687753492448,0,0.0409926447326578,0.00349103435187126
2,25,0,0.129493243860252,0.448444471882754,0,0.0369610336202597,0.0271380903376328
1,26,0,0.314806805504249,0.112098373390307,0,-0.0977991494374286,0.307738715488874
2,26,0,0.317936582662574,-0.0856700335250586,0,-0.124170326594226,0.238209730334483
1,27,0,-0.0222565757376071,0.841333284198006,0,-0.0990025021629548,-0.676457671769976
2,27,0,-0.0212590104055169,1.09029930393842,0,-0.102568681289144,-0.580197019351751
1,28,0,0.308437418525389,-2.30561604056065,0,-0.0166106933734984,-0.482458529379268
2,28,0,0.307711013920209,-0.0433790419963405,0,-0.0119006807050452,0.497638102607369
1,29,0,-0.546966119401662,0.257971335362976,0,-0.104588782260689,0.159929725827331
2,29,0,-0.545287654112187,0.279324076007544,0,-0.110560392246114,0.134921188817547
1,30,0,0.124532712416534,0.075986828397868,0,-0.0640991181275907,0.0821618275719225
2,30,0,0.123858368492862,0.172657663024305,0,-0.0454515774567468,0.0626821031897287
