parameter,value
V_pop,3.87922518369444
Cl_pop,1.54559558707151
Emax_pop,377026.767437564
H_pop,0.928325738675369
kdeg_pop,0.183994093950798
K_pop,2.56091464708932
omega_Cl,0.482529380287715
omega_Emax,0.315217489347866
omega_kdeg,0.125572876867558
omega_K,0.350491388098557
b1,0.150367750097155
b2,0.239056122520749
