parameter,value
V_pop,3.97686937153977
Cl_pop,1.53603708444343
Emax_pop,395148.606369405
H_pop,0.930913318013634
kdeg_pop,0.176835622436915
K_pop,2.758842326746
omega_Cl,0.592521840884027
omega_Emax,0.321844333165325
omega_kdeg,0.137565189459225
omega_K,0.286503011582201
b1,0.176553023933192
b2,0.171268586009279
