parameter,value
V_pop,3.94008119636168
Cl_pop,1.46232912949822
Emax_pop,387734.653692869
H_pop,0.938750130076182
kdeg_pop,0.178444947707044
K_pop,2.88204419566526
omega_Cl,0.350600634331606
omega_Emax,0.237372695908649
omega_kdeg,0.100662695215314
omega_K,0.35289501250992
b1,0.167187617001673
b2,0.180645092933841
